date,temperature_c,temperature_max_c,temperature_min_c,humidity_percent,precipitation_mm,wind_speed_ms,wind_direction_deg,pressure_hpa,solar_irradiance,city
2015-02-02,0.23,3.27,-1.86,85.06,1.98,1.76,309.9,0.9937,4.5,Paris
2015-02-03,-1.05,1.97,-3.35,84.37,0.05,1.42,45.4,0.9937999999999999,6.28,Paris
2015-02-04,-0.41,3.88,-2.4,89.65,0.06,3.72,20.5,1.0034,7.74,Paris
2015-02-05,-1.11,2.54,-3.57,86.03,0.08,4.36,25.2,1.0085,7.38,Paris
2015-02-06,-1.76,1.65,-3.56,82.54,0.0,6.17,40.9,1.0108,7.93,Paris
2015-02-07,-1.08,3.56,-4.53,83.57,0.03,4.05,37.2,1.0184,9.42,Paris
2015-02-08,1.97,6.51,-2.05,89.95,0.19,4.03,12.0,1.0221,5.34,Paris
2015-02-09,0.76,4.57,-1.19,95.91,0.24,1.79,324.9,1.0222,4.05,Paris
2015-02-10,2.14,6.6,-0.26,92.62,0.15,2.25,68.0,1.0192,4.19,Paris
2015-02-11,1.3,7.0,-1.61,90.19,0.04,1.96,107.9,1.0123,9.9,Paris
2015-02-12,0.83,5.97,-2.05,94.15,0.09,1.36,172.1,1.0090000000000001,8.62,Paris
2015-02-13,5.44,11.39,0.69,88.25,1.63,4.94,185.4,1.0001,8.26,Paris
2015-02-14,5.49,7.62,3.59,94.75,3.11,3.13,173.1,0.9926,4.32,Paris
2015-02-15,4.79,8.86,3.09,92.86,0.59,2.29,70.9,0.9998,4.48,Paris
2015-02-16,3.51,9.66,0.99,91.82,0.07,1.76,192.9,1.0073999999999999,4.95,Paris
2015-02-17,3.54,7.63,-1.35,92.7,0.38,2.75,358.6,1.0215,3.03,Paris
2015-02-18,1.73,7.76,-1.75,90.22,0.1,1.47,76.8,1.0272,5.7,Paris
2015-02-19,2.77,7.95,-1.41,85.68,0.09,3.45,201.8,1.0167,9.7,Paris
2015-02-20,4.52,6.63,2.5,93.95,13.76,5.84,197.2,0.9984000000000001,4.09,Paris
2015-02-21,2.47,4.87,-0.65,92.82,1.81,2.72,276.9,0.9911,5.94,Paris
2015-02-22,2.96,7.94,-0.71,79.6,0.76,3.41,207.6,0.9975,10.68,Paris
2015-02-23,5.8,10.46,2.44,85.13,10.36,4.84,237.4,0.9873000000000001,9.17,Paris
2015-02-24,3.97,8.67,0.35,89.7,0.85,4.51,255.0,0.9983,8.04,Paris
2015-02-25,3.72,6.81,0.3,96.84,3.25,2.5,223.1,1.0065,5.26,Paris
2015-02-26,7.0,11.27,3.95,95.09,7.77,3.0,228.5,1.0038,4.28,Paris
2015-02-27,3.83,8.21,-0.07,78.08,0.03,3.45,324.9,1.0079,11.17,Paris
2015-02-28,3.42,8.82,-2.88,83.34,1.28,4.48,193.4,1.0051,11.21,Paris
2015-03-01,9.03,11.51,5.86,88.8,4.62,5.21,243.0,0.9951000000000001,6.83,Paris
2015-03-02,5.79,8.82,1.27,80.31,2.06,4.99,268.9,1.0014,9.32,Paris
2015-03-03,4.57,10.04,0.94,84.49,2.21,4.07,242.9,1.0094,8.95,Paris
2015-03-04,3.51,8.47,0.38,83.61,0.3,3.25,303.2,1.0184,10.3,Paris
2015-03-05,4.08,10.74,0.46,83.16,0.03,2.0,348.2,1.0271,13.98,Paris
2015-03-06,4.56,11.42,-0.3,77.9,0.02,0.97,202.7,1.0253,14.01,Paris
2015-03-07,5.21,13.12,-1.87,79.4,0.0,2.0,185.5,1.0189,11.37,Paris
2015-03-08,7.48,17.47,-0.54,81.2,0.02,2.0,253.8,1.014,14.16,Paris
2015-03-09,8.22,12.83,5.44,89.23,0.09,1.32,135.4,1.0154,8.16,Paris
2015-03-10,8.41,12.38,4.6,90.99,0.31,1.77,8.5,1.0171999999999999,6.48,Paris
2015-03-11,6.81,13.19,2.89,79.19,0.0,2.45,88.4,1.0171999999999999,12.66,Paris
2015-03-12,5.36,12.9,-0.75,71.46,0.0,3.2,111.3,1.0149,16.56,Paris
2015-03-13,4.63,10.44,0.36,81.44,0.0,2.34,98.6,1.0095999999999998,11.53,Paris
2015-03-14,4.68,9.83,-0.53,79.27,0.19,3.58,45.0,1.0125,10.59,Paris
2015-03-15,4.18,7.07,1.4,88.73,0.29,2.49,50.0,1.012,6.03,Paris
2015-03-16,5.73,12.67,0.06,83.47,0.02,1.62,98.8,1.0107,13.94,Paris
2015-03-17,8.54,16.8,1.44,78.48,0.0,1.25,67.7,1.0119,15.68,Paris
2015-03-18,8.29,15.5,3.46,82.3,0.0,3.82,23.1,1.0153,12.18,Paris
2015-03-19,6.2,10.65,3.65,84.78,0.09,3.7,20.4,1.0164,5.76,Paris
2015-03-20,6.48,11.86,3.17,88.27,0.05,3.11,32.2,1.0125,12.35,Paris
2015-03-21,5.76,11.56,2.43,84.42,0.14,3.56,0.8,1.01,7.65,Paris
2015-03-22,5.95,10.86,1.01,79.42,0.08,3.93,48.2,1.0097,9.88,Paris
2015-03-23,5.37,12.96,-0.96,79.78,0.01,1.03,32.7,1.0046,17.16,Paris
2015-03-24,4.64,8.1,1.35,88.01,8.12,1.92,342.3,0.9978,6.14,Paris
2015-03-25,4.92,9.57,-0.47,81.43,0.65,2.9,332.1,0.9984000000000001,9.49,Paris
2015-03-26,4.08,8.44,-1.46,89.66,2.21,3.62,230.6,0.9989,8.04,Paris
2015-03-27,6.77,11.61,2.65,80.93,0.03,2.56,284.8,1.0097,14.85,Paris
2015-03-28,9.81,15.79,4.69,87.64,1.65,4.39,226.2,1.0070999999999999,7.68,Paris
2015-03-29,10.81,14.89,8.39,86.89,9.45,7.14,251.0,0.9972,5.09,Paris
2015-03-30,10.12,12.87,6.74,76.89,2.45,5.31,272.7,0.9989,14.34,Paris
2015-03-31,10.07,13.18,6.07,73.16,0.87,7.99,274.1,1.0012999999999999,13.0,Paris
2015-04-01,6.91,10.73,3.23,70.01,0.13,5.0,287.2,1.0131000000000001,14.26,Paris
2015-04-02,8.0,10.86,4.85,84.71,3.39,4.02,283.1,1.0095999999999998,7.11,Paris
2015-04-03,8.24,11.44,4.83,89.96,5.73,1.59,210.1,1.0065,4.19,Paris
2015-04-04,6.86,11.31,1.55,85.71,1.21,3.34,13.0,1.0066,6.84,Paris
2015-04-05,4.92,11.1,0.06,73.11,0.01,3.17,39.7,1.0134999999999998,18.38,Paris
2015-04-06,6.42,13.64,-1.51,76.35,0.0,2.29,32.2,1.0187,19.98,Paris
2015-04-07,7.73,15.08,1.17,68.52,0.0,1.76,87.1,1.024,21.85,Paris
2015-04-08,9.4,16.68,3.23,67.83,0.0,1.39,85.3,1.0205,20.6,Paris
2015-04-09,11.63,19.87,2.58,64.59,0.0,1.17,122.4,1.0145,21.98,Paris
2015-04-10,12.84,20.59,4.94,69.68,0.02,2.57,185.9,1.0081,19.68,Paris
2015-04-11,10.83,16.74,5.25,81.5,0.84,3.8,245.6,1.0112999999999999,8.63,Paris
2015-04-12,11.13,18.64,3.95,75.07,0.0,1.87,222.2,1.0177,18.78,Paris
2015-04-13,12.27,19.23,4.17,77.19,0.02,1.31,333.4,1.0198,22.1,Paris
2015-04-14,14.79,22.88,5.9,71.29,0.0,1.69,196.7,1.0158,22.48,Paris
2015-04-15,16.01,24.26,7.25,65.27,0.0,1.7,190.8,1.0063,21.06,Paris
2015-04-16,15.23,20.02,10.73,72.95,0.0,1.23,162.2,1.0011,15.16,Paris
2015-04-17,12.99,18.9,7.26,78.95,0.3,2.66,31.4,1.0038,12.0,Paris
2015-04-18,9.85,15.61,4.71,66.56,0.0,4.72,68.6,1.0107,23.4,Paris
2015-04-19,9.51,16.61,1.81,69.02,0.0,3.58,53.2,1.0087000000000002,21.95,Paris
2015-04-20,11.74,19.52,4.35,71.69,0.0,2.87,56.8,1.0139,23.12,Paris
2015-04-21,12.99,20.9,5.84,73.25,0.0,3.14,43.9,1.0176,24.72,Paris
2015-04-22,11.73,18.96,5.73,71.52,0.0,3.9,49.8,1.0136,24.33,Paris
2015-04-23,12.76,19.36,5.74,65.15,0.0,2.06,63.8,1.0065,25.2,Paris
2015-04-24,13.94,20.47,5.68,76.32,2.24,2.17,225.1,1.002,18.54,Paris
2015-04-25,13.29,17.99,10.27,84.84,2.41,2.39,234.5,0.9984000000000001,12.85,Paris
2015-04-26,11.84,15.69,7.9,90.7,16.19,2.0,335.8,0.995,10.21,Paris
2015-04-27,9.34,14.01,3.78,73.37,0.21,4.28,356.7,0.997,13.15,Paris
2015-04-28,8.11,13.65,1.75,69.41,0.02,2.42,293.1,1.0075,18.49,Paris
2015-04-29,9.6,14.57,4.54,71.32,0.5,2.7,220.2,1.0062,17.52,Paris
2015-04-30,9.07,11.4,7.08,91.54,15.15,2.88,222.8,1.0025,7.79,Paris
2015-05-01,8.76,10.74,7.09,91.57,8.9,3.03,70.4,0.9956999999999999,7.0,Paris
2015-05-02,10.76,14.6,6.73,91.17,5.15,1.95,149.4,0.9976,9.4,Paris
2015-05-03,14.97,20.11,11.34,85.77,6.57,4.16,219.5,0.9931,8.54,Paris
2015-05-04,15.36,19.71,8.55,84.59,5.88,3.18,172.4,0.9934999999999999,15.31,Paris
2015-05-05,15.21,18.0,8.58,74.14,2.39,5.48,221.4,0.9926999999999999,18.21,Paris
2015-05-06,11.47,15.7,6.77,73.79,0.78,5.09,225.0,1.0028,20.72,Paris
2015-05-07,11.68,16.97,5.86,74.72,0.03,2.1,221.0,1.0077,22.31,Paris
2015-05-08,13.99,18.97,7.64,78.86,1.55,2.13,171.9,1.0034999999999998,12.9,Paris
2015-05-09,14.69,19.44,10.31,77.56,0.17,3.71,250.3,1.0103,23.74,Paris
2015-05-10,15.47,21.56,8.92,78.39,0.02,1.65,192.2,1.0139,23.37,Paris
2015-05-11,17.89,23.77,11.29,77.83,0.05,1.59,177.4,1.0089,22.8,Paris
2015-05-12,14.32,19.38,7.79,79.28,0.08,2.22,322.2,1.0092,21.21,Paris
2015-05-13,12.96,18.16,5.64,73.55,0.15,1.78,53.8,1.0067,20.18,Paris
2015-05-14,12.03,17.39,6.46,84.57,5.91,2.32,253.1,1.0008,11.16,Paris
2015-05-15,10.72,16.17,4.93,83.1,0.7,2.99,345.4,1.0076,14.2,Paris
2015-05-16,11.61,18.32,5.57,83.29,0.22,2.75,275.1,1.0148000000000001,13.14,Paris
2015-05-17,12.13,18.78,5.19,76.29,0.02,1.63,298.5,1.0139,28.3,Paris
2015-05-18,12.92,19.67,6.8,76.29,2.48,3.14,246.5,1.001,25.06,Paris
2015-05-19,9.52,14.54,5.15,76.77,0.97,3.95,247.0,0.9998,21.88,Paris
2015-05-20,9.06,13.55,4.78,75.51,1.09,2.74,295.6,1.0066,22.76,Paris
2015-05-21,11.65,17.77,5.3,74.92,0.03,2.09,327.4,1.0154,22.54,Paris
2015-05-22,13.0,19.17,5.26,75.82,0.01,1.65,325.7,1.0149,26.14,Paris
2015-05-23,14.65,20.57,7.88,81.14,0.25,2.2,3.5,1.0106,20.77,Paris
2015-05-24,14.64,20.3,8.0,74.91,0.03,2.05,349.6,1.0087000000000002,22.03,Paris
2015-05-25,13.41,17.84,9.27,80.61,0.94,2.62,324.9,1.0067,15.3,Paris
2015-05-26,13.17,17.83,8.19,74.85,0.07,2.05,354.2,1.0109000000000001,18.9,Paris
2015-05-27,14.74,20.69,6.59,72.86,0.02,1.09,288.0,1.0117,24.86,Paris
2015-05-28,13.63,18.08,9.2,78.6,0.11,2.54,277.8,1.0059,22.0,Paris
2015-05-29,13.04,17.29,9.19,76.62,1.52,3.18,258.5,1.0017,19.03,Paris
2015-05-30,12.78,18.14,6.98,71.07,0.04,2.18,260.6,1.0051,24.81,Paris
2015-05-31,14.26,18.01,9.04,83.97,5.15,4.21,223.4,1.0024,10.48,Paris
2015-06-01,12.11,17.28,7.6,70.32,0.08,2.19,238.3,1.0057,22.54,Paris
2015-06-02,16.13,21.48,10.73,78.2,0.13,4.91,221.8,1.0042,23.39,Paris
2015-06-03,15.63,20.31,9.9,76.65,0.29,2.69,288.4,1.0125,17.75,Paris
2015-06-04,17.7,24.56,8.36,75.33,0.0,1.82,90.9,1.0122,29.19,Paris
2015-06-05,21.73,30.18,13.67,78.39,1.32,2.96,239.4,1.0065,27.49,Paris
2015-06-06,15.37,20.77,9.52,65.02,0.01,2.77,328.4,1.0151000000000001,28.54,Paris
2015-06-07,14.45,20.98,6.7,68.22,0.0,2.94,15.4,1.018,27.48,Paris
2015-06-08,13.52,19.17,7.24,67.31,0.0,4.85,25.2,1.0158,29.57,Paris
2015-06-09,13.42,18.4,7.82,67.58,0.0,5.36,37.9,1.0137,24.08,Paris
2015-06-10,15.35,20.9,8.48,72.25,0.07,4.09,59.1,1.0103,25.41,Paris
2015-06-11,20.37,26.29,13.05,77.71,0.84,2.81,85.4,1.0034999999999998,26.63,Paris
2015-06-12,20.26,25.1,14.78,79.61,0.89,3.04,193.3,0.9983,21.89,Paris
2015-06-13,18.09,23.68,12.92,71.32,0.03,2.47,277.7,1.0011,26.12,Paris
2015-06-14,17.38,23.37,10.74,73.07,0.07,2.24,5.9,1.001,20.48,Paris
2015-06-15,16.49,21.1,11.78,76.67,0.09,2.94,8.5,1.0065,15.21,Paris
2015-06-16,14.99,20.32,9.36,67.27,0.0,3.43,8.7,1.012,23.11,Paris
2015-06-17,16.85,23.48,8.48,71.52,0.0,2.18,318.0,1.0133,28.57,Paris
2015-06-18,16.79,21.66,11.12,81.78,1.51,3.07,304.9,1.0090000000000001,11.28,Paris
2015-06-19,15.43,21.03,9.63,72.31,0.03,2.34,323.8,1.0098,23.84,Paris
2015-06-20,16.1,21.04,9.54,79.61,0.84,2.01,315.9,1.0101,18.7,Paris
2015-06-21,16.22,20.48,11.26,78.59,0.23,2.88,283.3,1.0072,19.01,Paris
2015-06-22,13.19,16.22,9.58,87.35,7.33,3.08,261.5,1.0021,13.02,Paris
2015-06-23,14.07,19.5,8.31,76.56,0.13,2.55,330.0,1.006,21.33,Paris
2015-06-24,17.04,22.58,8.07,67.92,0.0,1.02,150.4,1.0106,28.25,Paris
2015-06-25,20.55,25.93,13.64,63.17,0.0,1.07,220.8,1.0106,26.02,Paris
2015-06-26,21.65,27.36,15.1,70.22,0.22,2.0,226.8,1.0078,23.34,Paris
2015-06-27,18.13,23.05,13.08,69.35,0.03,2.6,313.3,1.0094,25.5,Paris
2015-06-28,20.0,27.14,11.64,67.43,0.0,1.72,236.5,1.0094,28.79,Paris
2015-06-29,19.69,25.7,12.69,72.59,0.01,1.82,340.4,1.011,26.46,Paris
2015-06-30,22.73,30.19,13.71,62.25,0.0,2.08,99.7,1.0072,29.44,Paris
2015-07-01,25.92,34.12,18.12,66.52,2.0,2.23,151.6,1.0034999999999998,27.65,Paris
2015-07-02,22.92,28.5,16.81,73.01,0.23,2.43,354.6,1.0075,22.95,Paris
2015-07-03,24.21,31.01,16.23,72.74,0.14,2.38,68.2,1.0098,23.95,Paris
2015-07-04,24.27,30.12,18.39,68.15,0.21,1.96,322.5,1.0082,16.6,Paris
2015-07-05,19.56,25.36,15.48,78.81,1.04,2.41,335.2,1.0073999999999999,18.61,Paris
2015-07-06,21.83,27.67,13.26,64.37,0.02,1.24,179.0,1.0084,28.97,Paris
2015-07-07,20.93,26.45,14.1,67.51,1.11,2.91,264.2,1.0014,16.47,Paris
2015-07-08,16.74,21.13,12.28,71.63,1.29,4.65,262.3,1.0048000000000001,16.87,Paris
2015-07-09,16.56,21.92,11.24,67.8,0.03,2.61,332.3,1.0110999999999999,24.81,Paris
2015-07-10,18.74,26.71,9.76,58.22,0.0,2.23,105.5,1.0085,29.27,Paris
2015-07-11,19.72,25.92,13.42,65.69,0.0,2.91,293.3,1.0067,28.12,Paris
2015-07-12,17.63,22.73,11.96,73.09,0.38,1.89,270.5,1.0094,17.88,Paris
2015-07-13,20.19,25.05,15.45,72.79,0.07,2.96,265.4,1.0079,17.16,Paris
2015-07-14,20.59,26.31,15.07,74.5,0.08,2.64,277.5,1.0085,20.39,Paris
2015-07-15,22.36,28.45,15.97,74.97,0.2,2.25,263.9,1.008,26.48,Paris
2015-07-16,25.21,32.83,16.08,65.88,0.05,2.2,133.1,1.0036,24.49,Paris
2015-07-17,23.19,28.76,17.63,67.9,0.08,3.35,245.6,1.0041,24.63,Paris
2015-07-18,21.03,26.59,15.67,65.85,0.86,1.6,353.1,1.0056,20.41,Paris
2015-07-19,20.53,25.19,15.12,78.93,6.29,2.49,261.2,1.0014,13.24,Paris
2015-07-20,22.53,27.27,18.23,78.8,1.49,2.98,227.7,1.0025,11.85,Paris
2015-07-21,23.47,29.25,17.64,72.21,0.1,2.53,255.1,1.0037,23.56,Paris
2015-07-22,20.96,26.33,16.67,66.18,1.21,2.62,314.1,1.0055,20.6,Paris
2015-07-23,19.19,24.74,13.18,63.13,0.01,2.08,325.3,1.0063,20.59,Paris
2015-07-24,20.23,26.97,14.41,72.14,2.1,3.06,169.4,0.9973000000000001,15.54,Paris
2015-07-25,16.67,20.65,12.47,66.49,0.73,4.63,285.0,1.0021,17.98,Paris
2015-07-26,15.99,22.08,10.83,71.17,5.16,3.52,196.2,0.9994,9.0,Paris
2015-07-27,17.96,23.0,13.42,72.83,1.6,5.28,251.5,0.9956,15.3,Paris
2015-07-28,15.41,19.94,12.12,67.03,0.22,4.17,252.6,1.0,14.02,Paris
2015-07-29,15.5,20.81,10.1,67.87,0.28,3.01,286.4,1.0023,21.86,Paris
2015-07-30,14.98,20.75,8.87,67.33,0.04,2.57,314.7,1.0068000000000001,21.26,Paris
2015-07-31,15.32,21.38,8.08,68.51,0.01,1.93,54.3,1.0063,23.67,Paris
2015-08-01,17.33,24.62,9.91,65.32,0.0,2.11,351.6,1.005,22.6,Paris
2015-08-02,20.15,28.34,9.69,61.54,0.0,1.42,106.5,1.0063,25.85,Paris
2015-08-03,24.17,31.36,15.41,58.73,0.36,2.32,221.5,1.0022,24.79,Paris
2015-08-04,19.53,23.82,14.28,67.06,2.51,2.85,293.3,1.0047,19.3,Paris
2015-08-05,21.53,28.54,12.63,61.18,0.0,2.06,175.3,1.0033,23.57,Paris
2015-08-06,22.24,28.46,16.29,64.15,0.01,2.48,278.7,1.0038,22.63,Paris
2015-08-07,20.65,27.94,13.17,69.07,0.23,2.79,356.7,1.0061,18.61,Paris
2015-08-08,20.48,24.88,16.12,69.21,0.1,2.26,23.2,1.0103,12.42,Paris
2015-08-09,19.25,23.97,14.65,71.51,1.04,1.91,16.4,1.0090000000000001,11.37,Paris
2015-08-10,20.73,27.56,12.92,72.69,0.02,1.96,350.4,1.0072,23.66,Paris
2015-08-11,22.3,28.22,15.96,71.28,0.07,2.95,38.0,1.0068000000000001,21.21,Paris
2015-08-12,23.94,30.78,16.83,70.24,0.18,2.64,55.0,1.0069,19.96,Paris
2015-08-13,22.94,27.35,18.17,79.59,5.02,2.57,146.6,1.0004,14.3,Paris
2015-08-14,20.31,24.92,16.14,76.68,4.33,2.75,195.9,0.9965999999999999,15.81,Paris
2015-08-15,16.79,20.2,12.47,78.16,7.17,3.6,294.3,1.0009000000000001,13.31,Paris
2015-08-16,16.3,21.1,9.84,71.82,0.1,1.32,10.5,1.0045,16.37,Paris
2015-08-17,15.82,19.99,12.07,68.36,0.02,2.32,359.6,1.0047,15.47,Paris
2015-08-18,15.67,20.64,11.27,72.15,0.56,1.38,322.8,1.0053,13.99,Paris
2015-08-19,18.12,23.76,10.19,64.13,0.09,1.31,181.9,1.0081,18.27,Paris
2015-08-20,18.02,22.59,14.97,80.07,6.17,1.1,245.6,1.0115,12.03,Paris
2015-08-21,21.12,27.61,13.82,71.02,0.72,1.27,148.1,1.0105,21.98,Paris
2015-08-22,22.14,29.53,14.95,60.08,0.0,2.22,126.7,1.0034999999999998,22.85,Paris
2015-08-23,18.77,22.32,15.5,73.56,2.49,2.61,198.5,0.9933,10.78,Paris
2015-08-24,16.97,21.77,13.14,77.25,12.15,5.89,212.8,0.9909,12.77,Paris
2015-08-25,16.37,20.57,10.33,75.29,0.64,4.57,213.0,1.0037,14.2,Paris
2015-08-26,20.52,27.93,14.13,73.46,0.77,4.13,196.0,1.0003,18.66,Paris
2015-08-27,15.09,17.86,13.26,89.07,26.99,1.96,226.0,1.0014,5.29,Paris
2015-08-28,17.06,21.95,12.67,76.63,0.42,0.79,313.3,1.0073,12.85,Paris
2015-08-29,21.17,27.87,13.5,78.01,0.05,1.4,108.1,1.0078,20.47,Paris
2015-08-30,23.74,29.91,18.75,78.1,1.37,1.98,198.7,1.004,19.81,Paris
2015-08-31,21.9,27.66,16.92,84.13,2.13,2.74,236.0,1.0004,15.42,Paris
2015-09-01,16.79,20.94,11.66,78.9,3.23,3.21,329.6,1.0049,12.56,Paris
2015-09-02,14.58,20.33,9.84,75.49,0.27,1.78,298.3,1.0066,18.03,Paris
2015-09-03,13.24,18.73,7.53,76.85,0.84,2.02,291.1,1.0054,17.31,Paris
2015-09-04,12.59,16.96,7.91,79.02,0.4,1.9,294.9,1.0065,12.12,Paris
2015-09-05,13.21,19.22,7.29,78.62,0.37,2.34,319.5,1.0093,11.77,Paris
2015-09-06,12.24,17.67,6.64,71.62,0.0,2.43,1.1,1.0159,15.66,Paris
2015-09-07,13.92,20.67,6.65,76.82,0.04,2.3,2.4,1.0169,15.13,Paris
2015-09-08,14.45,20.39,9.25,77.29,0.06,2.84,45.5,1.0133,12.66,Paris
2015-09-09,15.09,22.47,8.48,69.05,0.04,3.08,76.2,1.0083,20.13,Paris
2015-09-10,14.72,22.38,7.99,64.26,0.0,2.74,78.7,1.0067,20.1,Paris
2015-09-11,15.59,22.88,6.71,65.02,0.03,1.52,126.9,1.0036,18.63,Paris
2015-09-12,16.0,20.29,10.94,83.95,15.36,2.07,224.0,1.0002,5.85,Paris
2015-09-13,14.57,19.1,9.75,92.41,5.8,2.57,161.3,0.9944,8.84,Paris
2015-09-14,14.39,17.9,10.48,76.14,2.47,4.94,218.2,0.9913,15.1,Paris
2015-09-15,14.27,19.06,10.09,76.45,7.6,4.52,200.3,0.9918,14.58,Paris
2015-09-16,17.03,21.78,13.2,81.24,10.17,5.99,191.5,0.9806,5.29,Paris
2015-09-17,14.27,17.41,11.23,84.0,3.09,3.2,239.4,0.9923000000000001,8.6,Paris
2015-09-18,13.28,17.36,9.24,88.46,6.84,3.37,216.7,1.0039,10.93,Paris
2015-09-19,13.19,18.97,8.58,84.62,0.9,2.17,329.2,1.0122,10.61,Paris
2015-09-20,12.87,18.96,6.71,74.31,0.08,1.04,27.4,1.0142,14.18,Paris
2015-09-21,12.8,18.29,6.09,79.24,1.0,2.12,214.5,1.0045,14.67,Paris
2015-09-22,12.84,16.26,10.32,84.23,6.45,4.45,254.9,0.9937,10.06,Paris
2015-09-23,12.6,18.16,8.18,80.32,0.15,2.64,290.0,1.0027,13.84,Paris
2015-09-24,12.78,17.76,7.82,87.59,0.94,2.59,230.2,1.0079,9.51,Paris
2015-09-25,13.25,18.83,7.59,80.5,0.12,1.62,340.9,1.0119,11.45,Paris
2015-09-26,12.3,18.13,7.55,76.65,0.03,3.1,41.9,1.0142,14.18,Paris
2015-09-27,12.45,19.68,6.97,73.36,0.01,4.01,60.5,1.0179,15.35,Paris
2015-09-28,11.55,18.85,5.6,72.06,0.0,3.87,60.4,1.0211,16.01,Paris
2015-09-29,11.89,18.97,5.69,68.04,0.0,4.7,65.6,1.0183,15.62,Paris
2015-09-30,11.47,18.41,6.5,67.33,0.0,4.09,73.0,1.0167,15.68,Paris
2015-10-01,9.96,16.77,4.25,66.91,0.0,3.89,61.3,1.0149,15.46,Paris
2015-10-02,10.88,19.35,3.6,73.36,0.0,2.24,67.5,1.0101,15.1,Paris
2015-10-03,13.82,20.58,9.0,71.59,0.0,0.89,251.5,1.004,13.09,Paris
2015-10-04,12.87,19.53,7.49,81.09,1.46,1.77,153.1,1.0042,8.18,Paris
2015-10-05,14.07,17.55,10.34,93.93,13.7,2.82,165.5,0.9969,4.68,Paris
2015-10-06,15.69,19.91,12.65,89.78,8.28,4.05,199.1,0.9915999999999999,8.79,Paris
2015-10-07,12.87,17.09,8.55,81.07,0.78,3.85,250.2,1.0024,7.9,Paris
2015-10-08,11.15,16.31,7.0,78.08,0.05,1.41,327.3,1.0099,7.9,Paris
2015-10-09,10.67,16.73,5.13,83.05,0.04,1.91,49.5,1.0099,9.53,Paris
2015-10-10,11.51,18.19,7.35,85.2,0.12,2.79,68.6,1.0053,9.16,Paris
