date,temperature_c,temperature_max_c,temperature_min_c,humidity_percent,precipitation_mm,wind_speed_ms,wind_direction_deg,pressure_hpa,solar_irradiance,city
2015-01-19,21.39,25.94,17.75,61.57,8.75,3.72,224.4,0.9917,12.38,Muscat
2015-01-20,18.17,20.73,14.97,63.06,0.84,5.62,302.3,0.9942,15.13,Muscat
2015-01-21,17.83,19.23,16.33,63.32,0.03,3.51,351.4,0.9990000000000001,13.74,Muscat
2015-01-22,18.09,20.93,16.13,59.0,0.0,2.7,356.3,1.0006,17.36,Muscat
2015-01-23,18.91,22.3,16.21,58.14,0.0,1.8,77.4,0.9982,17.75,Muscat
2015-01-24,19.38,21.47,18.0,60.89,0.0,2.01,63.3,0.9984000000000001,16.36,Muscat
2015-01-25,19.96,22.67,18.32,56.21,0.0,1.86,15.7,1.0001,15.95,Muscat
2015-01-26,19.47,22.33,17.17,49.62,0.0,2.62,356.3,1.0006,18.65,Muscat
2015-01-27,20.45,24.17,18.22,45.03,0.0,1.77,65.9,0.9987,17.9,Muscat
2015-01-28,20.86,25.64,17.1,50.59,0.0,2.04,124.3,0.9965999999999999,17.76,Muscat
2015-01-29,21.69,26.33,18.66,55.41,0.0,1.93,118.7,0.997,18.71,Muscat
2015-01-30,22.37,26.86,19.43,55.79,0.0,2.0,116.1,0.998,18.87,Muscat
2015-01-31,22.96,27.67,19.18,50.8,0.0,1.81,139.0,0.9965,18.4,Muscat
2015-02-01,24.08,28.78,20.39,46.02,0.0,2.66,286.3,0.9937999999999999,18.87,Muscat
2015-02-02,22.64,26.37,20.4,53.64,0.0,2.9,324.4,0.9932,19.01,Muscat
2015-02-03,22.1,26.0,19.18,64.85,0.0,2.58,103.7,0.9968,18.76,Muscat
2015-02-04,21.92,25.94,18.29,72.46,0.0,3.65,121.9,0.9983,18.42,Muscat
2015-02-05,22.31,26.3,18.99,66.29,0.89,2.6,122.6,0.9968,17.51,Muscat
2015-02-06,23.11,27.52,20.41,57.68,0.27,1.95,345.5,0.9947,18.75,Muscat
2015-02-07,21.5,24.96,19.31,63.98,0.03,2.54,340.7,0.9951000000000001,18.45,Muscat
2015-02-08,22.05,25.99,19.03,63.21,0.0,3.27,124.4,0.9948,18.98,Muscat
2015-02-09,22.49,26.79,18.71,62.76,0.0,4.26,137.7,0.996,18.86,Muscat
2015-02-10,22.27,26.48,18.66,63.21,0.0,3.78,134.2,0.9974,18.75,Muscat
2015-02-11,22.48,26.57,19.11,63.83,0.0,2.3,123.2,0.9969,19.07,Muscat
2015-02-12,23.83,28.22,19.97,54.03,0.0,2.14,144.9,0.9956999999999999,19.27,Muscat
2015-02-13,24.18,28.35,20.15,50.72,0.0,2.15,271.4,0.9944,19.43,Muscat
2015-02-14,25.58,29.84,22.51,44.09,0.0,2.14,275.1,0.9922,20.29,Muscat
2015-02-15,26.22,31.75,22.44,40.77,0.0,1.7,191.2,0.9915,20.57,Muscat
2015-02-16,25.85,30.49,23.07,47.01,0.0,2.33,297.5,0.9933,20.18,Muscat
2015-02-17,25.57,29.71,22.49,40.67,0.0,2.7,288.2,0.9936,19.97,Muscat
2015-02-18,26.16,30.91,21.92,37.74,0.0,2.21,261.9,0.9915,19.38,Muscat
2015-02-19,27.58,33.31,23.02,35.1,0.0,1.54,204.0,0.9886,20.5,Muscat
2015-02-20,27.18,33.16,21.99,37.12,1.01,5.56,204.7,0.9876999999999999,19.96,Muscat
2015-02-21,25.66,31.12,20.98,52.07,2.42,6.57,189.5,0.9879000000000001,20.36,Muscat
2015-02-22,23.49,28.42,20.92,61.45,0.4,4.61,251.9,0.9904999999999999,15.18,Muscat
2015-02-23,19.57,21.54,17.83,55.73,0.29,5.96,310.9,0.9942,18.72,Muscat
2015-02-24,18.26,19.94,16.91,59.89,2.16,4.86,330.2,0.9953,18.75,Muscat
2015-02-25,19.4,22.21,16.91,46.26,0.0,2.8,359.9,0.9941,20.87,Muscat
2015-02-26,21.21,25.35,17.43,56.15,0.0,2.17,21.8,0.992,21.21,Muscat
2015-02-27,22.07,25.05,19.53,56.45,0.26,3.88,333.9,0.9895,18.91,Muscat
2015-02-28,18.97,20.44,17.73,57.72,0.54,5.21,352.2,0.9926,18.07,Muscat
2015-03-01,19.55,22.66,16.51,47.95,0.0,3.41,342.3,0.9922,22.63,Muscat
2015-03-02,21.71,26.12,18.22,39.96,0.0,2.19,320.3,0.992,22.62,Muscat
2015-03-03,23.23,28.35,18.73,43.67,0.0,2.06,165.2,0.992,23.0,Muscat
2015-03-04,24.13,29.3,20.47,44.01,0.0,2.46,303.8,0.9904999999999999,22.17,Muscat
2015-03-05,24.48,29.66,21.02,52.23,0.0,2.51,330.8,0.991,22.4,Muscat
2015-03-06,24.34,28.53,20.68,55.48,0.4,2.63,305.0,0.9937,17.49,Muscat
2015-03-07,22.32,24.35,20.23,61.31,0.0,3.89,20.7,0.9968,17.09,Muscat
2015-03-08,22.4,26.49,19.93,57.22,0.0,2.1,93.4,0.9976,20.8,Muscat
2015-03-09,23.1,27.35,19.45,49.12,0.0,3.27,131.6,0.9968,20.87,Muscat
2015-03-10,23.29,27.54,19.5,49.95,0.0,4.23,142.7,0.9958,20.19,Muscat
2015-03-11,23.79,28.09,19.88,54.16,0.0,4.52,160.3,0.9914000000000001,17.37,Muscat
2015-03-12,21.72,26.09,18.74,66.8,2.58,4.0,313.1,0.9929000000000001,16.16,Muscat
2015-03-13,19.84,22.25,18.0,63.65,0.02,3.43,353.5,0.9948,18.05,Muscat
2015-03-14,21.0,24.03,18.57,48.89,0.0,2.51,2.4,0.9953,23.18,Muscat
2015-03-15,23.07,27.17,19.72,41.88,0.0,2.35,112.6,0.9942,23.35,Muscat
2015-03-16,24.8,29.84,20.85,56.25,1.07,2.6,224.3,0.9934999999999999,18.03,Muscat
2015-03-17,24.77,28.32,21.38,60.63,0.17,2.42,116.9,0.9951000000000001,22.33,Muscat
2015-03-18,25.81,30.39,21.85,56.01,0.01,2.88,158.5,0.9929000000000001,22.21,Muscat
2015-03-19,25.63,30.58,21.89,58.17,0.0,2.32,162.5,0.9931,22.33,Muscat
2015-03-20,26.73,31.17,23.44,55.93,0.0,2.05,117.1,0.9934000000000001,21.57,Muscat
2015-03-21,28.08,33.13,24.64,43.76,0.03,2.09,183.0,0.9934000000000001,20.83,Muscat
2015-03-22,28.09,32.98,23.12,42.37,0.06,2.88,169.5,0.9925,22.67,Muscat
2015-03-23,26.52,31.66,22.69,51.88,0.13,3.11,287.3,0.9925,22.43,Muscat
2015-03-24,26.08,29.56,23.85,58.18,1.06,2.77,304.3,0.9934999999999999,21.64,Muscat
2015-03-25,26.45,29.84,23.68,56.27,0.03,2.52,301.3,0.9926999999999999,18.06,Muscat
2015-03-26,27.8,32.06,24.68,47.68,0.0,2.08,315.5,0.9925,23.91,Muscat
2015-03-27,26.96,30.69,24.13,50.88,0.0,2.96,305.7,0.9931,23.06,Muscat
2015-03-28,27.88,33.14,25.06,47.71,0.0,1.86,326.5,0.9922,22.9,Muscat
2015-03-29,26.81,30.44,23.57,55.81,0.0,2.45,355.9,0.9915999999999999,25.1,Muscat
2015-03-30,27.47,32.61,23.34,54.67,0.0,2.33,103.2,0.9899,25.58,Muscat
2015-03-31,28.5,34.61,23.53,52.16,0.0,2.16,127.2,0.9884000000000001,23.69,Muscat
2015-04-01,31.52,37.18,25.92,38.18,0.02,2.6,196.6,0.9856,24.02,Muscat
2015-04-02,31.52,36.9,26.49,40.48,1.48,4.88,219.3,0.9833,23.56,Muscat
2015-04-03,26.61,31.13,23.81,49.26,0.04,3.98,323.7,0.9854,23.1,Muscat
2015-04-04,26.06,31.06,21.81,43.57,0.0,3.38,307.2,0.9853000000000001,26.33,Muscat
2015-04-05,27.56,32.07,22.65,40.98,0.0,2.98,296.4,0.9861,21.21,Muscat
2015-04-06,28.92,32.34,25.96,37.33,0.0,2.5,302.2,0.987,24.24,Muscat
2015-04-07,28.26,32.09,25.37,43.92,0.0,2.23,96.6,0.9876999999999999,23.69,Muscat
2015-04-08,28.85,33.21,24.81,46.18,0.0,3.2,137.7,0.9883,22.02,Muscat
2015-04-09,28.59,33.88,25.41,51.81,0.16,2.51,164.1,0.9891,20.51,Muscat
2015-04-10,28.33,31.69,24.91,53.78,0.09,2.15,314.9,0.9903,24.37,Muscat
2015-04-11,30.12,35.02,25.38,38.25,0.0,1.89,184.5,0.99,26.43,Muscat
2015-04-12,30.92,35.72,26.04,36.75,0.0,2.57,215.5,0.9897,26.12,Muscat
2015-04-13,30.86,34.75,27.62,41.17,0.0,1.94,65.7,0.9898,25.33,Muscat
2015-04-14,30.16,33.53,26.66,43.45,0.0,2.05,328.6,0.9895999999999999,24.92,Muscat
2015-04-15,29.84,33.37,25.83,45.88,0.0,1.96,336.2,0.9909,24.97,Muscat
2015-04-16,31.01,34.7,27.15,37.24,0.0,1.55,110.2,0.993,24.72,Muscat
2015-04-17,32.26,36.67,27.91,32.22,0.0,1.82,279.9,0.9915999999999999,25.83,Muscat
2015-04-18,32.04,36.36,28.19,33.83,0.0,2.73,292.6,0.9876,25.22,Muscat
2015-04-19,31.24,35.57,28.22,37.85,0.0,2.48,322.9,0.9871,25.18,Muscat
2015-04-20,28.85,33.63,25.13,46.77,0.0,3.35,321.6,0.9897,26.34,Muscat
2015-04-21,29.04,33.79,24.44,42.79,0.0,2.43,341.4,0.99,27.66,Muscat
2015-04-22,28.99,32.78,24.6,39.37,0.0,2.06,354.7,0.9889,28.98,Muscat
2015-04-23,30.39,34.94,25.56,32.34,0.0,1.93,133.7,0.9884999999999999,28.3,Muscat
2015-04-24,31.84,36.18,26.78,28.73,0.0,2.34,249.9,0.9884999999999999,27.08,Muscat
2015-04-25,32.91,37.45,28.91,30.87,0.0,2.38,289.8,0.9868000000000001,26.39,Muscat
2015-04-26,32.26,35.73,28.64,34.85,0.0,2.99,295.1,0.9873000000000001,25.68,Muscat
2015-04-27,31.06,35.08,27.16,45.43,0.0,2.81,314.1,0.9887999999999999,23.75,Muscat
2015-04-28,31.48,36.34,27.67,44.08,0.0,1.71,46.3,0.9887999999999999,24.44,Muscat
2015-04-29,31.4,35.34,27.44,40.69,0.0,2.54,308.5,0.988,26.3,Muscat
2015-04-30,31.83,36.44,27.58,33.53,0.0,2.98,300.0,0.9887,27.01,Muscat
2015-05-01,31.62,35.95,27.97,35.51,0.0,2.42,340.9,0.9892,27.71,Muscat
2015-05-02,31.87,36.43,28.64,34.57,0.0,2.16,352.0,0.9882,28.36,Muscat
2015-05-03,31.72,35.99,28.06,37.08,0.0,1.86,316.7,0.9867,27.88,Muscat
2015-05-04,31.74,36.85,27.11,37.94,0.0,2.36,124.7,0.9863,26.15,Muscat
2015-05-05,33.32,38.54,29.18,38.59,0.0,2.78,227.5,0.9854999999999999,22.19,Muscat
2015-05-06,32.55,35.54,29.37,41.92,0.34,2.1,281.6,0.9861,14.51,Muscat
2015-05-07,33.02,36.51,29.28,38.92,0.0,1.89,211.3,0.9864,25.68,Muscat
2015-05-08,33.26,37.09,29.46,37.66,0.0,2.49,253.0,0.986,24.45,Muscat
2015-05-09,33.52,38.73,29.93,42.43,0.0,2.37,106.6,0.9834,23.88,Muscat
2015-05-10,31.85,34.7,29.25,48.17,0.35,3.47,313.1,0.9854,22.76,Muscat
2015-05-11,32.86,36.59,29.22,34.56,0.0,3.1,291.5,0.987,27.82,Muscat
2015-05-12,33.38,36.6,29.67,33.02,0.0,2.82,304.5,0.9873000000000001,27.92,Muscat
2015-05-13,33.38,36.65,29.94,33.93,0.0,2.73,303.2,0.9867,28.52,Muscat
2015-05-14,34.05,38.78,29.35,32.6,0.0,2.73,164.3,0.9864,28.03,Muscat
2015-05-15,34.33,37.94,29.65,33.65,0.0,2.93,186.9,0.9871,27.77,Muscat
2015-05-16,35.22,38.52,30.64,32.7,0.0,2.37,258.3,0.9843999999999999,28.23,Muscat
2015-05-17,35.33,39.71,31.17,33.36,0.0,2.64,282.2,0.9819,26.77,Muscat
2015-05-18,35.2,38.75,32.02,33.36,0.0,3.23,295.9,0.9831,25.51,Muscat
2015-05-19,33.17,37.95,29.74,45.18,0.0,2.61,29.4,0.9842,25.77,Muscat
2015-05-20,33.92,38.43,29.34,40.32,0.0,1.93,156.2,0.9845999999999999,27.46,Muscat
2015-05-21,34.4,38.75,28.87,39.83,0.04,3.08,204.6,0.985,27.1,Muscat
2015-05-22,34.46,38.37,30.99,46.91,0.04,3.96,207.3,0.9848,26.39,Muscat
2015-05-23,34.58,38.71,31.27,42.01,0.0,2.5,271.1,0.9843000000000001,27.13,Muscat
2015-05-24,35.35,41.08,30.67,40.68,0.02,2.74,202.2,0.9843000000000001,26.96,Muscat
2015-05-25,35.96,39.21,31.83,41.43,0.08,3.05,239.5,0.9843999999999999,24.22,Muscat
2015-05-26,36.33,40.03,32.99,39.12,0.1,3.12,212.1,0.9840000000000001,26.84,Muscat
2015-05-27,34.8,38.74,31.07,39.59,0.0,4.27,306.6,0.9847,26.52,Muscat
2015-05-28,34.78,38.85,30.79,34.27,0.0,3.16,280.6,0.9826999999999999,26.42,Muscat
2015-05-29,33.78,37.94,29.29,38.8,0.0,3.12,333.9,0.9837,26.51,Muscat
2015-05-30,34.59,38.09,29.61,37.6,0.05,3.17,236.6,0.9862000000000001,27.09,Muscat
2015-05-31,35.66,40.14,31.39,31.73,0.0,3.62,292.1,0.9845,26.93,Muscat
2015-06-01,36.44,40.64,31.81,29.68,0.0,3.17,285.7,0.9812000000000001,27.47,Muscat
2015-06-02,36.25,39.47,32.16,30.28,0.0,2.06,310.6,0.9818000000000001,27.87,Muscat
2015-06-03,34.83,37.61,31.67,36.71,0.0,2.8,319.3,0.9815,27.1,Muscat
2015-06-04,34.54,37.93,31.86,41.7,0.01,3.38,111.0,0.9818000000000001,26.3,Muscat
2015-06-05,33.34,38.06,28.56,51.98,0.37,4.35,155.8,0.9845,25.18,Muscat
2015-06-06,33.34,36.7,29.92,49.73,0.05,2.98,246.2,0.9847,25.84,Muscat
2015-06-07,34.49,37.15,31.34,42.95,0.0,2.36,299.3,0.9819,26.76,Muscat
2015-06-08,34.45,37.9,30.92,41.37,0.0,2.05,98.2,0.9803000000000001,27.49,Muscat
2015-06-09,33.01,36.53,29.85,48.4,0.04,3.49,103.8,0.9803000000000001,25.9,Muscat
2015-06-10,30.07,31.59,28.94,72.06,3.06,3.55,89.4,0.9811,19.29,Muscat
2015-06-11,29.37,31.41,28.12,76.88,2.02,4.45,79.8,0.9812000000000001,20.26,Muscat
2015-06-12,28.95,29.97,27.98,81.69,4.94,4.81,62.8,0.9806999999999999,15.47,Muscat
2015-06-13,29.45,31.85,27.63,76.12,0.77,3.65,81.2,0.98,24.05,Muscat
2015-06-14,30.26,32.93,27.4,72.08,0.07,3.07,103.2,0.9791,27.04,Muscat
2015-06-15,31.54,34.77,27.73,62.39,0.07,2.23,115.4,0.9786,26.85,Muscat
2015-06-16,32.54,35.05,29.45,57.11,0.04,2.15,101.1,0.978,26.74,Muscat
2015-06-17,32.91,37.33,30.15,61.09,0.01,3.07,117.7,0.9773000000000001,26.86,Muscat
2015-06-18,32.37,35.54,29.52,62.78,0.06,2.21,95.9,0.9778,25.87,Muscat
2015-06-19,32.79,35.48,29.62,58.45,0.04,1.71,86.8,0.9775,26.37,Muscat
2015-06-20,33.39,35.78,30.54,52.08,0.0,2.15,328.2,0.9761,27.34,Muscat
2015-06-21,35.32,38.63,31.61,44.16,0.0,1.99,109.4,0.9748,25.36,Muscat
2015-06-22,36.13,41.15,33.13,36.1,0.0,2.72,231.2,0.9743999999999999,24.96,Muscat
2015-06-23,35.82,38.47,32.9,42.79,0.0,2.96,301.6,0.9741,25.82,Muscat
2015-06-24,35.18,39.03,31.54,39.36,0.0,4.85,300.4,0.976,26.41,Muscat
2015-06-25,34.97,38.67,31.69,35.43,0.0,5.69,298.4,0.9762000000000001,26.13,Muscat
2015-06-26,35.38,39.02,31.71,31.2,0.0,5.53,292.4,0.9767,26.95,Muscat
2015-06-27,35.26,38.9,32.41,31.41,0.0,3.71,297.6,0.9786,26.57,Muscat
2015-06-28,34.33,38.73,31.07,34.92,0.0,3.01,289.7,0.9808,27.9,Muscat
2015-06-29,33.31,38.2,29.8,39.63,0.0,2.75,293.7,0.9826999999999999,28.3,Muscat
2015-06-30,33.39,38.18,30.1,43.07,0.03,2.22,96.6,0.9817,27.53,Muscat
2015-07-01,34.77,39.98,29.82,43.43,0.05,2.57,196.3,0.9808,26.65,Muscat
2015-07-02,35.59,41.22,29.86,41.87,0.04,3.58,212.3,0.9812000000000001,25.65,Muscat
2015-07-03,35.34,38.93,31.4,45.03,0.68,3.23,214.5,0.9818000000000001,23.51,Muscat
2015-07-04,36.04,41.01,31.65,43.31,0.0,3.65,207.9,0.9815999999999999,24.57,Muscat
2015-07-05,36.51,40.68,32.63,38.76,0.02,3.65,240.6,0.9797,24.3,Muscat
2015-07-06,37.51,40.98,33.74,34.1,0.33,3.0,276.6,0.9768000000000001,25.63,Muscat
2015-07-07,38.0,42.56,33.85,31.61,0.02,2.34,215.6,0.9742000000000001,23.8,Muscat
2015-07-08,36.57,39.85,33.66,39.94,2.46,2.18,212.6,0.9754999999999999,23.25,Muscat
2015-07-09,34.91,38.15,31.05,48.63,0.94,2.34,165.3,0.9793000000000001,24.74,Muscat
2015-07-10,36.54,40.15,32.48,41.72,0.0,2.49,257.2,0.9769,24.32,Muscat
2015-07-11,36.62,40.71,33.32,41.06,0.0,2.58,261.7,0.9745999999999999,22.91,Muscat
2015-07-12,34.07,37.83,30.94,53.54,0.0,2.54,90.7,0.9773000000000001,23.56,Muscat
2015-07-13,32.98,36.49,30.32,55.81,0.0,2.9,98.4,0.9798,22.17,Muscat
2015-07-14,33.34,36.07,29.64,51.78,0.0,1.81,90.5,0.9801000000000001,24.24,Muscat
2015-07-15,35.14,37.97,31.43,40.74,0.01,1.95,313.2,0.9781,25.69,Muscat
2015-07-16,36.81,40.87,32.57,35.42,0.0,2.74,287.2,0.9747,26.12,Muscat
2015-07-17,37.02,40.48,33.27,35.42,0.0,3.1,291.9,0.9726,24.38,Muscat
2015-07-18,36.95,40.85,33.74,38.3,0.12,2.4,101.5,0.9736,24.69,Muscat
2015-07-19,35.9,40.51,31.82,47.78,0.38,2.53,162.3,0.9747,22.88,Muscat
2015-07-20,35.21,38.03,32.56,47.78,0.47,2.83,345.4,0.9762000000000001,25.93,Muscat
2015-07-21,34.55,39.38,31.08,48.15,0.01,2.75,108.9,0.9773999999999999,24.69,Muscat
2015-07-22,34.67,39.06,31.16,45.81,0.09,2.02,95.9,0.9784,24.87,Muscat
2015-07-23,34.15,37.24,31.51,48.95,0.42,1.89,83.4,0.9783,24.26,Muscat
2015-07-24,33.08,36.91,30.63,57.13,2.32,2.89,88.7,0.9793999999999999,14.22,Muscat
2015-07-25,32.66,34.24,30.82,59.99,12.59,1.7,109.1,0.9799,14.23,Muscat
2015-07-26,33.88,37.01,31.7,52.02,0.07,1.43,8.2,0.9771,23.03,Muscat
2015-07-27,33.59,35.96,30.95,54.98,0.89,1.49,34.5,0.9779000000000001,18.8,Muscat
2015-07-28,34.1,38.0,30.26,53.95,0.17,2.3,227.8,0.9781,24.4,Muscat
2015-07-29,35.11,38.85,31.66,48.05,0.27,2.94,208.1,0.9775,25.05,Muscat
2015-07-30,34.93,39.19,31.92,51.03,4.4,3.46,214.7,0.9784999999999999,22.12,Muscat
2015-07-31,34.59,37.99,31.52,49.78,0.0,2.71,198.0,0.9791,23.91,Muscat
2015-08-01,34.41,37.31,31.02,47.0,0.03,2.68,175.2,0.9806,23.39,Muscat
2015-08-02,34.65,38.43,31.43,46.66,0.49,2.84,183.6,0.9819,21.8,Muscat
2015-08-03,33.96,37.68,31.01,50.04,0.03,2.79,139.5,0.9818000000000001,22.49,Muscat
2015-08-04,34.05,37.67,31.12,49.21,0.43,2.36,117.1,0.9815999999999999,24.79,Muscat
2015-08-05,34.49,37.54,30.97,46.53,0.98,2.45,254.2,0.9801000000000001,23.2,Muscat
2015-08-06,35.66,39.1,32.42,42.37,1.18,2.13,246.9,0.9788,25.06,Muscat
2015-08-07,35.73,39.43,31.76,41.77,0.0,2.47,251.0,0.9792000000000001,26.24,Muscat
2015-08-08,35.99,38.94,31.96,36.47,0.25,2.82,295.4,0.98,27.02,Muscat
2015-08-09,36.75,39.16,33.69,33.41,0.0,2.51,310.7,0.9787,27.1,Muscat
2015-08-10,33.99,35.54,32.04,48.97,0.0,2.41,333.2,0.9781,25.87,Muscat
2015-08-11,32.69,36.1,29.78,53.43,0.0,3.04,96.8,0.9804999999999999,24.65,Muscat
2015-08-12,32.03,35.58,28.66,55.07,0.0,2.83,97.7,0.9818000000000001,25.18,Muscat
2015-08-13,32.15,35.33,29.61,51.45,0.0,2.03,81.0,0.9815999999999999,24.45,Muscat
2015-08-14,31.69,33.74,30.05,53.5,12.66,1.39,60.3,0.9813,25.95,Muscat
2015-08-15,31.8,36.36,27.82,55.75,0.64,2.56,118.5,0.9811,25.8,Muscat
2015-08-16,32.09,36.07,29.63,55.36,0.58,2.65,117.2,0.9823999999999999,25.51,Muscat
2015-08-17,32.25,35.89,29.61,51.56,0.36,2.1,115.4,0.9817,26.55,Muscat
2015-08-18,31.44,35.6,27.59,58.08,0.04,2.85,114.5,0.9818000000000001,26.21,Muscat
2015-08-19,31.11,35.85,27.8,60.15,0.0,2.33,105.9,0.9836,25.76,Muscat
2015-08-20,31.96,35.88,28.52,56.32,0.1,2.49,267.8,0.9833,25.45,Muscat
2015-08-21,33.23,36.94,29.28,53.74,0.28,3.11,219.9,0.9819,24.45,Muscat
2015-08-22,33.7,37.51,29.64,48.57,0.51,3.17,225.0,0.9811,23.83,Muscat
2015-08-23,34.46,38.65,30.39,44.76,0.73,2.96,221.9,0.9806,24.05,Muscat
2015-08-24,35.08,39.12,30.64,43.88,0.59,3.55,198.8,0.9812000000000001,23.95,Muscat
2015-08-25,34.74,38.93,30.42,44.28,0.0,3.37,202.3,0.9818000000000001,24.48,Muscat
2015-08-26,35.04,38.01,31.48,42.4,0.51,2.7,259.5,0.9815,24.47,Muscat
2015-08-27,35.71,38.44,33.45,39.4,0.02,1.91,318.8,0.9809,23.72,Muscat
2015-08-28,34.62,37.58,32.56,45.37,0.32,1.61,78.1,0.9812000000000001,22.56,Muscat
2015-08-29,33.08,36.24,30.01,56.6,0.02,2.5,94.1,0.9823000000000001,23.62,Muscat
2015-08-30,33.59,36.89,29.85,49.91,0.0,1.86,99.3,0.983,24.24,Muscat
2015-08-31,34.0,36.71,30.8,46.4,0.0,2.49,300.3,0.9828,24.14,Muscat
2015-09-01,33.75,36.64,30.82,43.03,0.0,1.78,79.9,0.9825,25.48,Muscat
2015-09-02,33.4,37.79,30.19,46.64,0.0,2.73,102.1,0.9808,24.87,Muscat
2015-09-03,33.33,37.41,29.99,53.15,2.51,2.55,104.1,0.9815,20.61,Muscat
2015-09-04,31.43,35.33,28.7,56.82,3.61,4.49,150.2,0.986,16.99,Muscat
2015-09-05,30.29,34.51,27.43,60.04,0.61,2.95,130.1,0.9887999999999999,21.08,Muscat
2015-09-06,30.61,33.9,27.69,59.05,3.71,2.48,285.0,0.9882,23.53,Muscat
2015-09-07,31.96,35.67,28.09,58.12,3.48,3.22,286.7,0.9865999999999999,22.23,Muscat
2015-09-08,32.52,36.09,29.59,55.36,1.85,2.77,234.6,0.9859,21.87,Muscat
2015-09-09,32.27,35.32,29.05,55.72,0.62,2.54,300.1,0.9867,21.8,Muscat
2015-09-10,32.81,35.77,29.4,48.67,0.21,1.87,260.5,0.9875,22.67,Muscat
2015-09-11,32.52,36.11,28.84,45.03,0.06,2.37,223.9,0.9872,22.95,Muscat
2015-09-12,31.93,36.25,27.98,48.09,0.08,2.38,110.8,0.9867,22.9,Muscat
2015-09-13,32.05,35.2,28.61,45.85,0.03,2.09,108.3,0.9879000000000001,23.82,Muscat
2015-09-14,32.06,36.32,27.25,43.92,0.0,2.65,296.5,0.987,22.77,Muscat
2015-09-15,33.05,36.91,28.43,40.3,0.0,3.16,285.6,0.9847,24.15,Muscat
2015-09-16,33.14,37.41,29.1,41.52,0.0,2.28,284.9,0.9836,22.55,Muscat
2015-09-17,32.97,36.91,28.87,43.09,0.0,2.12,114.6,0.9837,22.53,Muscat
2015-09-18,32.39,37.2,28.29,48.45,0.01,2.19,143.0,0.9843999999999999,22.3,Muscat
2015-09-19,32.74,35.86,29.69,43.91,0.01,1.64,349.6,0.9849,22.39,Muscat
2015-09-20,32.55,36.34,28.99,45.18,0.02,1.99,14.5,0.9841,21.98,Muscat
2015-09-21,32.01,36.4,28.87,45.9,0.0,2.47,67.7,0.9841,22.02,Muscat
2015-09-22,30.87,34.16,28.32,37.68,0.02,2.41,39.6,0.9856,23.95,Muscat
2015-09-23,31.18,35.74,27.39,40.97,0.0,2.85,224.0,0.9865,23.07,Muscat
2015-09-24,31.21,35.9,26.82,45.4,0.0,2.87,230.8,0.9862000000000001,24.1,Muscat
2015-09-25,31.07,35.59,26.83,45.33,0.0,2.75,245.4,0.9854,23.96,Muscat
2015-09-26,31.29,35.91,27.31,44.07,0.0,2.81,239.7,0.986,23.57,Muscat
2015-09-27,31.23,35.33,27.38,44.24,0.0,2.14,343.5,0.9873999999999999,23.2,Muscat
2015-09-28,31.16,35.55,27.36,43.05,0.0,2.56,114.8,0.9876999999999999,23.11,Muscat
2015-09-29,30.36,35.09,26.36,47.55,0.0,3.43,125.3,0.9887999999999999,23.24,Muscat
2015-09-30,29.91,34.4,26.31,46.71,0.0,3.51,125.0,0.992,23.08,Muscat
2015-10-01,30.76,34.44,27.87,36.72,0.0,1.64,100.5,0.9934000000000001,22.86,Muscat
2015-10-02,31.25,35.2,27.66,40.06,0.0,3.24,299.7,0.9923000000000001,22.78,Muscat
